Kischova;M
Čechova;M
Obytná; 
Stará čtvrť; 
Šolcova;M
Sněžná; 
Krameriova;M
Lorišova;M
Harantova;M
Opletalova;M
Dušní; 
Obecní; 
Podlesní; 
Poštulkova;M
Engelmüllerova;M
Šachetní; 
Kořenského;M
Stromského;M
Sodná; 
Velkostranní; 
Kounicova;M
Okrajní; 
Soví; 
Františka Čechury; 
Švermova;M
Rudná; 
Knížecí; 
Zajícova;M
Syllabova;M
Turgeněvova;M
Vinohrad; 
Žofie Podlipské; 
Škroupova;M
Zákrejsova;M
Chleborádova;M
Žalmanova;M
Závadova;M
Dolasova;M
Kozlůvka; 
Perunova;M
Vlčkova;M
Kanczuckého;M
Klášterského;M
Bohumíra Dvorského;M
Úvozní; 
Kotkova;M
Viničná; 
Velká; 
Župní; 
Vrchlického;M
Sestupná; 
Lechowiczova;M
Zátiší; 
Schwaigrova;M
Lipka; 
Musorgského;M
Thomayerova;M
Lassallova;M
Srázná; 
Koněvova;M
Podroužkova;M
Barbořina; 
Hořínkova;M
Vrtná; 
Potoční; 
Vrublova;M
Borky; 
Kepkova;M
Rozdělená; 
Bohuslava Martinů; 
Alberta Kučery; 
Závoří; 
Pěší; 
Jiráskova;M
Přerušená; 
Tolstého;M
Slavíkova;M
Demlova;M
Přímá; 
Laudova;M
Šlejharova;M
Mahenova;M
Výstavní; 
Lachova;M
Balbínova;M
Jilemnického náměstí; 
Polákova;M
Halasova;M
Práce; 
Písečná; 
Dvorní; 
Mezi Lány; 
Šubertova;M
Čujkovova;M
náměstí Svatopluka Čecha; 
Dianina; 
Zeyerova;M
Měsíční; 
Startovní; 
Švabinského;M
Utvenkova;M
Hajnova;M
Josefa Dobeše; 
Martínkova;M
Dvořákova;M
Vaškova;M
Komerční; 
Gorochovova;M
Šaldova;M
Krylovova;M
Šalounova;M
Pelclova;M
Suvorovova;M
Edisonova;M
Gebauerova;M
Františka Formana; 
Holasova;M
Gollova;M
Dvořáčkova;M
Kolejní; 
Nová osada; 
Lužná; 
Hollarova;M
Příčná; 
Mánesova;M
Binarova;M
Čelakovského;M
Senovážná; 
Ševčenkova;M
Klášterní; 
Hečkova;M
Sarajevova;M
Suchá; 
Jaroňkova;M
Zalužanského;M
Viktora Huga; 
Špillarova;M
Preslova;M
Holubova;M
Nezvalovo náměstí; 
Paličkova;M
Marie Pujmanové;F
Janského;M
Krasnoarmejců; 
E. F. Buriana; 
Stavbařů; 
Potoky; 
Včelí; 
Vzdálená; 
Východní; 
Lumírova;M
Axmanova;M
Lechova;M
Polní osada; 
Družební; 
Lejskova;M
Kastelána Heřmana; 
Okolnice; 
Aloise Gavlase; 
Otova;M
Počáteční; 
Tvardkova;M
Sámova;M
Skrytá; 
Zukalova;M
Podsedliště; 
Kosá; 
Makarenkova;M
Hvězdná; 
Jindřichova;M
Strojní; 
Jana Maluchy; 
Závišova;M
Elzy Trioletové;F
náměstí Dr. E. Beneše; 
Kubelíkova;M
Březinova;M
Odbočná; 
Hradeckého;M
Pomezní; 
Prostřední; 
Glazkovova;M
Mojmírovců; 
Krčmarských; 
Ženíškova;M
Tvorkovských; 
Hormistrů; 
8. března; 
Střelniční; 
Jasinkova;M
Spojovací; 
Karla Hynka Máchy; 
Marešova;M
Ostravického;M
Čermákova;M
Staniční; 
Hraniční; 
Jestřábí; 
Květná; 
Bernátkova;M
Sládečkova;M
Petrovských; 
Kálalova;M
Puchmajerova;M
Rozcestí; 
Karla Tomana; 
Herodova;M
Provozní; 
Veverkova;M
Rezkova;M
Blokova;M
Zdeňka Chalabaly; 
Postranní; 
Vyhlídalova;M
Denisova;M
Zelná; 
Podzámčí; 
Havláskova;M
Úzká; 
Mezi Ploty; 
Ignáta Herrmanna; 
Fügnerova;M
Holečkova;M
Náprstkova;M
Těžní; 
Klímkova;M
Suchardova;M
Košňovského;M
Kubečkova;M
Dvouletky; 
Pohoří; 
Aloise Parmy; 
Zřídelní; 
Křivá; 
Antonína Poledníka; 
Kosmova;M
Kuršova;M
Jindřicha Šajnara; 
Aleše Hrdličky; 
Chamrádova;M
Krestova;M
Spojů; 
Ferdinanda Koláře; 
Abramovova;M
Lyčkova;M
Kopaniny; 
Kubalova;M
Adamusova;M
Kotíkova;M
Obilní; 
Vážní; 
Televizní; 
Blahoslavova;M
Nábřežní; 
Pátova;M
Jana Zrzavého;M
Podhájí; 
Sokolí; 
Škrobálkova;M
Koperníkova;M
Kordova;M
Žleby; 
Osadní; 
Kaminského;M
Horymírova;M
Karolíny Světlé; 
Jungmannova;M
Vršovců; 
Kabarova;M
Hornických učňů; 
Chopinova;M
Zolova;M
Včelínek; 
Ježkova;M
náměstí Antonie Bejdové;F
Terezy Novákové;F
Čs. exilu; 
Rosná; 
Leopolda Kříže; 
Horova;M
Stavební; 
Rušná; 
Čechovova;M
Zvoníčkova;M
Janovského;M
Dobrovského;M
Volná; 
Gončarovova;M
Nálepkovo náměstí; 
Oblá; 
Bartošova;M
Kobrova;M
Oty Pavla; 
Klikova;M
Pavlovova;M
Heritesova;M
Staňkova;M
Uhelná; 
Václavíkova;M
Krčínova;M
Výjezdní; 
26. dubna; 
Pražanova;M
Do Svahu; 
Plynární; 
1. května; 
náměstí Družby; 
Mezipolí; 
Reymontova;M
Kosmonautů; 
Budovcova;M
Přední; 
Michalské náměstí; 
Gvužďochova;M
Karla Svobody; 
Dlouhá; 
Drobná; 
Serafinova;M
Kasární; 
Červeného kříže; 
Bludná; 
Milana Fialy; 
Knejzlíkova;M
Svojsíkova;M
Spodní; 
Josefa Brabce; 
Zachalupní; 
Kukučínova;M
Ječmínkova;M
Skladištní; 
Brandlova;M
Svornosti; 
Střelná; 
Ludvíkova;M
Pulkavova;M
Pašerových; 
Komarovova;M
Bažantí; 
Slunečná; 
náměstí Vítězslava Nováka; 
Dubíček; 
Josefa Valčíka; 
Fišerova;M
Sabinova;M
Kochanova;M
Pospolitá; 
Kolumbova;M
Petruškova;M
Teslova;M
Pepřicova;M
Petra Karla; 
Herbenova;M
Hliněná; 
Kpt. Jaroše; 
Božkova;M
Československé armády; 
Bořivojova;M
Knüpferova;M
Urbánkova;M
Jaroslava Misky; 
Rodimcevova;M
Mírná; 
Souběžná; 
Těsnohlídkova;M
Prostorná; 
Zadní padělky; 
Jasná; 
Venclíkova;M
Hlásná; 
Bratří Sedláčků; 
Šafaříkova;M
Výhradní; 
Nálepkova;M
Korunní; 
Skladní; 
Zadní; 
Krupova;M
Kpt. Vajdy; 
Pětiletky; 
Bukovanského;M
Averinova;M
Sirotčí; 
Sklářova;M
Sládkovičovo náměstí; 
Pohraniční; 
Kutuzovova;M
Klasná; 
Ervína Tenglera; 
Badatelů; 
Tilschové;F
Nedbalova;M
29. dubna; 
Otakara Jeremiáše; 
Gen. Janka; 
Jindřicha Plachty; 
Jiskřiček; 
Bendova;M
Ahepjukova;M
Kavalova;M
Smíškova;M
Neukončená; 
Želivského;M
Anny Letenské; 
Kotlářova;M
Název ulice; 
Výdušná; 
Žoluděvova;M
Přední padělky; 
Mařákova;M
Jezdiště; 
Dostojevského;M
Vrázova;M
Rohova;M
Gogolova;M
Jana Krejčího; 
Patrice Lumumby; 
Podolí; 
Gurťjevova;M
Gajdošova;M
Pinkavova;M
náměstí Boženy Němcové;F
Ostrčilova;M
1. československého armádního sboru; 
Mrštíkova;M
Dlážděná; 
Slučí; 
Do Luk; 
náměstí Msgre Šrámka; 
Nejedlého;M
Legerova;M
Mládí; 
Kalusova;M
Rokycanova;M
Jana Šoupala; 
Spojná; 
Sjízdná; 
Majovského;M
Jaroslava Seiferta; 
Plechanovova;M
Poklidná; 
Alšova;M
Chodounského;M
Jaroslava Štorkána; 
Františka Vantucha; 
Kamenná; 
Kaniokova;M
Josefa Kotase; 
Stanislavského;M
Jarní; 
Stará; 
Štablova;M
Marvanova;M
Dr. Grudy; 
Žerotínova;M
Aviatiků; 
Jiřího Herolda; 
Kašparova;M
Vinařického;M
Maroldova;M
Hřbitovní; 
Fráni Šrámka; 
Krouského;M
Fričova;M
Mikšova;M
Kubicova;M
Sokolská třída; 
Žitná; 
Mezicestí; 
Srnčí; 
Nešverova;M
Rundova;M
Hutní; 
Koksární; 
Nástupní; 
Sologubova;M
Radvanova;M
Zdobná; 
Podmolova;M
Dokoupilova;M
Příjezdná; 
Zdeňka Vavříka; 
Zámostní; 
Ohradní; 
Jedličkova;M
Břenkova;M
Františky Stránecké; 
Františka a Anny Ryšových; 
Chalupova;M
Urbančíkova;M
Matrosovova;M
Vrchní; 
Zahradní; 
Heydukova;M
Tomkova;M
Myslivcova;M
Věšínova;M
Karola Šmidkeho; 
Husarova;M
5. května; 
Bohumíra Četyny; 
Hlavní třída; 
Jelínkova;M
Přemyslovců; 
Masarykovo náměstí; 
Sušilova;M
Bažanova;M
Třeneckého;M
Tichá; 
Důlní; 
Chladná; 
Blodkova;M
Cihelní; 
Prošinova;M
Rottrova;M
Předškolní; 
Ladislava Hosáka; 
Foksova;M
Muklova;M
Solidarity; 
Kamarýtova;M
Válcovní; 
Gudrichova;M
Dr. Maye; 
Nová kolonie; 
Olbrachtova;M
Javůrkova;M
Karla Pokorného;M
Batorova;M
Svážná; 
Stará cesta; 
Kuchnova;M
Krokova;M
Motyčkova;M
Hluboká; 
Leoše Janáčka; 
Rudolfova;M
Najzarova;M
Starobní; 
Haškova;M
Vydrova;M
Sportovní; 
Pramenná; 
Havlíčkovo náměstí; 
Kotěrova;M
Výhledy; 
Emila Filly; 
Besední; 
Mozartova;M
Strmá; 
Garbova;M
Mostní; 
Chrjukinova;M
Boháčova;M
Sýkorova;M
Třebovický park; 
Jeseninova;M
Repinova;M
Markova;M
Příkopní; 
Křižíkova;M
Staré Podolí; 
Nízká; 
Družstevní; 
Křížkovského;M
Ondřeje Sekory; 
Luční; 
Erbenova;M
Mezní; 
Aloisina; 
Přibylova;M
Liškova;M
Alšovo náměstí; 
Jiřího Trnky; 
Lesní; 
Stožární; 
Náhorní; 
Kolmá; 
Bendlova;M
Španielova;M
Trachovec; 
Poštovní; 
Hrabákova;M
Václava Košaře; 
Ludvíka Podéště; 
Stinná; 
Mojžíškové;F
Nové nádraží; 
Jeronýmova;M
Jiskrova;M
Liptaňské náměstí; 
Úprkova;M
Pražákova;M
Karasova;M
Předpolní; 
Antonína Brože; 
Korandova;M
Režná; 
Poděbradova;M
Stádlo; 
Ladislava Ševčíka; 
Kozinova;M
Hornopolní; 
Mírové náměstí; 
nábřeží Svazu protifašistických bojovníků; 
Matiční; 
Povětronní; 
Ostrovského;M
Pošepného;M
Obránců míru; 
Chittussiho; 
Kališní; 
Grégrova;M
Bémova;M
Hegerova;M
Šamanova;M
Předvrší; 
Poslední; 
Oběžná; 
Mezi Keři; 
Bedřicha Václavka; 
Do Údolí; 
Hraničky; 
Ryšlinkova;M
Tylova;M
Kolofíkova;M
Žabník; 
Prudká; 
Drůbeží; 
Moyzesova;M
Kamínky; 
Tlapákova;M
Evžena Rošického;M
Helákova;M
Jana Ziky; 
Kokešova;M
Petroncova;M
Loučky; 
Studničkova;M
Hešova;M
náměstí Jiřího Myrona; 
Bezručova;M
Pobřežní; 
Razinova;M
Kožná; 
Plk. Rajmunda Prchaly; 
Myslbekova;M
Mastného;M
Bozděchova;M
Norberta Frýda; 
Paseky; 
Klostermannova;M
Náplavy; 
Někrasovova;M
Trňák; 
Jaromíra Šamala; 
Podborčí; 
Kochova;M
Lomená; 
Poláškova;M
Josefa Kainara; 
Poutní; 
Zauliční; 
Liščí; 
Bivojova;M
Večerkova;M
Rekreační; 
Ludmilina; 
Emanuela Podgorného;M
Slepá; 
Nemocniční; 
Třebízského;M
Tomáškova;M
Sídlištní; 
Sládkova;M
Podevsí; 
Charvátova;M
Zlepšovatelů; 
Oborného;M
Kopeční; 
Píseckého;M
Joštova;M
Langrova;M
Nová čtvrť; 
Mertova;M
Do Špice; 
Reální; 
Krištofova;M
Hýlova;M
Schovaná; 
Resslova;M
Františka Lýska; 
Řezáčova;M
Marie Kudeříkové;F
Jubilejní; 
Úhledná; 
Tovární; 
Jestřábského;M
Rostislavova;M
Chaloupeckého;M
Kollárova;M
Parcelní; 
Hájkova;M
Gen. Hrušky; 
Podhájčí; 
Vančurova;M
Kranichova;M
Matušínského;M
Štolbova;M
Havraní; 
Nadační; 
Mjr. Nováka; 
Violina; 
Zálesní; 
Malíkova;M
Božetěchova;M
Bogorodského;M
Rabasova;M
Josefa Šavla; 
Bořivoje Čelovského;M
Hradní; 
náměstí Slovenského národního povstání; 
Dudova;M
Radniční; 
Boženy Němcové;F
Kmochova;M
Dr. Šmerala; 
Pobialova;M
Před Lanovkou; 
Odboje; 
Dopravní; 
Do Polí; 
Kostelní náměstí; 
Okružní; 
Štefkova;M
Rýparova;M
Sedenina; 
Štěpaňákova;M
Mezi Zahradami; 
Ochmanova;M
Černá louka; 
Stodolní; 
náměstí Jana Nerudy; 
28. října; 
Roháčova;M
Arbesova;M
Folvárek; 
Bajgarova;M
Červenkova;M
Krátká; 
Tarnavova;M
Stojanovo náměstí; 
Skotnice; 
Úpadní; 
Banášova;M
M. D. Rettigové;F
Bastlova;M
Sokola Tůmy; 
Kasalického;M
Peterkova;M
Jakuba Korty; 
Kalvodova;M
Čihalíkova;M
Travná; 
Jeremenkova osada; 
Brusova;M
Oty Synka; 
Zimmlerova;M
Bieblova;M
Želazného;M
Bráfova;M
Raisova;M
Nepatrná; 
Skřivánčí; 
Koláčkova;M
Sjednocení; 
Tesaříkova;M
Místní; 
Klegova;M
Masná; 
Menšíkova;M
Oskara Motyky; 
Mitušova;M
Malá; 
Koroptví; 
Havlíčkovo nábřeží; 
Jandáskova;M
Přednádraží; 
Kubínova;M
Vodanova;M
Praskova;M
Ztracená; 
Chrustova;M
Dolejšího; 
Rtm. Gucmana; 
Slámova;M
Bankovní; 
náměstí Dr. Brauna; 
Glinkova;M
Heleny Malířové;F
Olešní; 
Zimní; 
Olivova;M
Dubraviova;M
Těsná; 
Zacpalova;M
Jahnova;M
Frankova;M
Klicperova;M
Deputátní; 
Drozdí; 
Vedlejší; 
Pstruží; 
Hrabek; 
Slunná; 
Solná; 
Holešova;M
Krajní; 
Králka; 
Františka Hajdy; 
Nováčkova;M
Chalupníkova;M
Justina; 
Podlahova;M
Stranou; 
Milíčova;M
Vardasova;M
Gen. Sochora; 
Čapajevova;M
Podzemní; 
Jurečkova;M
Gen. Píky; 
Školní; 
Bláhova;M
Osvobození; 
Lelkova;M
Újezdní; 
Sionkova;M
Heleny Salichové;F
Balcarova;M
Alejnikovova;M
Meziuliční; 
Ciorova;M
Martina Henryho; 
Smrčkova;M
Zengrova;M
Husovo náměstí; 
Urxova;M
Soukromá; 
Adamcova;M
Kotalova;M
Sovova;M
Partyzánské náměstí; 
Slávky Budínové;F
Jablonského;M
Šikmá; 
Divišova;M
Boleslavova;M
Dílčí; 
Třanovského;M
Kafkova;M
Navrátilova;M
Jungbauerova;M
Asejevova;M
Slavníkovců; 
Žebrákova;M
Velflíkova;M
Prokešovo náměstí; 
Kramolišova;M
Jana Nohy; 
Grmelova;M
Čs. legií; 
Prodloužená; 
Valova;M
Molákova;M
Gregárkova;M
Stratilova;M
Útočná; 
Svatoplukova;M
Tyršova;M
Miloše Svobody; 
Václava Jiřikovského;M
Slívova;M
Vnitřní; 
Horní; 
Rynky; 
Šmídova;M
Strelkovova;M
Výletní; 
Mňukova;M
Lepařova;M
Podvojná; 
Dr. Malého;M
Jindřicha Mošny; 
Větrná; 
Josefa Skupy; 
Veverčí; 
Ryskova;M
Požární; 
Údolní; 
Světlá; 
Ovesná; 
Jezerní; 
Urbaníkova;M
Pionýrů; 
Chocholouškova;M
náměstí Gen. Svobody; 
Barutova;M
Splavní; 
Purkyňova;M
Chrobákova;M
Zákopní; 
Keltičkova;M
Ráčkova;M
Cottonové;F
Gregorova;M
Jaromíra Matuška; 
Šaljapinova;M
Jan Marie; 
Podílní; 
Bělidla; 
Hlávkova;M
Gorkého;M
30. dubna; 
Politických vězňů; 
Paculova;M
Ivana Sekaniny; 
Linkova;M
Katajevova;M
Říční; 
Franklinova;M
Škrétova;M
Garážní; 
Žižkova;M
Vojanova;M
Pernerova;M
Matěje Kopeckého;M
Daliborova;M
Augustina Handzela; 
Jiráskovo náměstí; 
Záhumenní; 
Dr. Šavrdy; 
Tržní; 
Krušinova;M
Zahrádkářů; 
Šimáčkova;M
Gregora Tajovského;M
Gustava Klimenta; 
Nerudova;M
Hýbnerova;M
Lámař; 
náměstí Jurije Gagarina; 
Jižní; 
Zapletalova;M
Bártova;M
náměstí Biskupa Bruna; 
Vrbka; 
Hviezdoslavova;M
Holainova;M
Suderova;M
Střední; 
Newtonova;M
Husova;M
Štěpničkova;M
Průběžná; 
Mendělejevova;M
Výzkumná; 
Rovná; 
Baarova;M
Kladivova;M
Miroslava Bajera; 
Střádalů; 
Bedřicha Nikodema; 
Janáčkova;M
Cingrova;M
Štítného;M
Hozova;M
Hranečník; 
Hynaisova;M
Klečkova;M
Dědičná; 
Zákoutí; 
Verdiho; 
Antonína Macka; 
Špitální; 
Heyrovského;M
Mrazná; 
Středulinského;M
Oldřicha Stibora; 
Švejdova;M
Kratochvílova;M
Maixnerova;M
Psohlavců; 
Wattova;M
Křístkova;M
Vlnitá; 
Pláničkova;M
Čkalovova;M
Dobrovolského;M
Matuškova;M
Palackého;M
Bedřicha Smetany; 
Zajcevova;M
Jeremenkova;M
Tvrdého;M
Hálkova;M
Podélná; 
Hašlerova;M
Konečného;M
Klaklova;M
Holvekova;M
Bystřinova;M
Zdeňka Štěpánka; 
Smirnovova;M
Kremličkova;M
Třešínky; 
Římanova;M
Uhrova;M
Ibsenova;M
Marty Krásové;F
Bedrnova;M
Dr. Kudely; 
Průjezdní; 
Servisní; 
Zdaru; 
sad Boženy Němcové;F
Sukova;M
Vítězná; 
náměstí Republiky; 
Belikovova;M
Oráčova;M
Pasičky; 
Stromovka; 
Bosákova;M
Připojená; 
Slavíčkova;M
Zakončená; 
náměstí Jiřího z Poděbrad; 
Obvodní; 
Podvrší; 
Antonína Kubity; 
Vyvýšená; 
Břustkova;M
Foerstrova;M
Vývozní; 
Železná; 
Bernerova;M
Macharova;M
Šmilovského;M
Dostálova;M
Petra Křičky; 
Dolní; 
Hudební; 
Libušina; 
Polní; 
Krůčkova;M
Poloviční; 
Zelená; 
Špálova;M
Hilbertova;M
Pjanovova;M
Klidná; 
Pěkná; 
Návrší; 
Obchodní; 
Šrobárova;M
Hubertova;M
Elišky Krásnohorské; 
Hany Kvapilové;F
Drážní; 
Dr. Martínka; 
Poplužní; 
Uzavřená; 
Vincence Makovského;M
Nogova;M
Živičná; 
Josefova;M
Wolkrova;M
Mečnikovova;M
Ľudovíta Štúra; 
Boční; 
Bílá; 
Letní; 
Spartakovců; 
Kostelní; 
Západní; 
Mičurinova;M
Fibichova;M
Mládeže; 
Havlíčkova;M
Malátova;M
Smetanovo náměstí; 
Hončova;M
náměstí Václava Vacka; 
Aleje; 
Gerasimovova;M
Dalimilova;M
Tomicova;M
Správní; 
Jana Škody; 
Hrázka; 
Ruskova;M
Jarmily Glazarové;F
Podzimní; 
Zdeňka Bára; 
Příkrá; 
Konečná; 
Neklanova;M
Křišťanova;M
Úlehlova;M
Šiškinova;M
Radova;M
Severní; 
Ščerbovského;M
Velichova;M
Čapkova;M
S. K. Neumanna; 
Ovocná; 
Veleslavínova;M
Bolotova;M
Nákladní; 
Bolkova;M
Jiřího Krále; 
Obrovského;M
Kapitolní; 
Nádražní; 
Samoljovova;M
Riegrova;M
Marie Majerové;F
Rajnochova;M
Karla Aksamita; 
Vaňkova;M
Revírní; 
Mařátkova;M
Durčákova;M
Lichá; 
Rozumova;M
Mariánské náměstí; 
Šupkova;M
Větrov; 
Výklopná; 
Maryčky Magdonové;F
Závodní; 
Zkrácená; 
Komenského;M
Chelčického;M
Jandova;M
Jaromíra Richtera; 
Paškova;M
Smyčkova;M
Dr. Slabihoudka; 
Pastrňákova;M
Cholevova;M
Kalužní; 
Rodinná; 
Josefa Lady; 
Kovařovicova;M
Hlavní; 
Prokopa Velikého;M
Šurova;M
Foltova;M
Vlasty Vlasákové;F
Pavlouskova;M
1. máje; 
Pasteurova;M
Palkovského;M
Gruntovní; 
Gen. Janouška; 
Vrbiny; 
Baranovova;M
Klejchova;M
Šponarova;M
17. listopadu; 
