Tolstého;M
Jánský vršek; 
Pavelkova;M
Řepná; 
Freiwaldova;M
Vlachova;M
Točitá; 
Bartoňkova;M
Manželů Lyčkových; 
Plynární; 
Galvaniho; 
Farského;M
Dlabačov; 
Květnového vítězství; 
Ostrovského;M
Švehlova;M
Výstupní; 
Kroupova;M
Siemensova;M
Chelčického;M
Pošepného náměstí; 
Jungmannovo náměstí; 
Heyrovského náměstí; 
Hanzlíkova;M
Koroptví; 
Smolkova;M
Šaldova;M
Klánova;M
Ústavní; 
Zapova;M
Nekvasilova;M
Vačkářova;M
Srnčí; 
Michelangelova;M
Mráčkova;M
Farní; 
Dalimilova;M
Řeporyjské náměstí; 
Bachova;M
Euklidova;M
bratří Dohalských; 
Kolektivní; 
Kanova;M
Parléřova;M
Bešťákova;M
Veletržní; 
Janderova;M
Lužní; 
Ostrovní; 
Varhulíkové;F
Dany Medřické; 
Zálužanského;M
Ibsenova;M
Kaizlovy sady; 
náměstí Josefa Machka; 
Líbalova;M
Závrchy; 
Smotlachova;M
Mezi chatami; 
Sládkovičova;M
Janouchova;M
Novomeského;M
Souběžná III; 
Jiránkova;M
Stachova;M
Rýznerova;M
Prouzova;M
Marvanova;M
Slibná; 
Knapova;M
Stýblova;M
Otavova;M
Mickiewiczova;M
Nikoly Vapcarova;M
Rozdělená; 
Kramperova;M
Zenklova;M
Stavbařů; 
Jana Karafiáta; 
Boční II; 
Myslbekova;M
Hajní; 
Vnější; 
Lisztova;M
Picassova;M
Navrátilova;M
Jižní náměstí; 
Michnovka; 
Hájčí; 
Sezimova;M
Seminární; 
Tatarkova;M
Stoupající; 
Mezilehlá; 
Husova;M
Týnská ulička; 
Severýnova;M
Kunratická spojka; 
Zimákova;M
Zadní; 
Křižovnické náměstí; 
Suppého;M
Renoirova;M
Reinerova;M
Randova;M
Nepomuckých; 
Sládkova;M
Lipové náměstí; 
Mařatkova;M
Průčelní; 
Boženy Stárkové;F
Do Dubče; 
Chlumčanského;M
Čiklova;M
Herálecká II; 
Socháňova;M
Podolské nábřeží; 
Vycpálkova;M
Klárov; 
Daškova;M
Lesní; 
Smetanovo nábřeží; 
Staré náměstí; 
Branaldova;M
Leopoldova;M
Kříženeckého náměstí; 
Jižní IX; 
náměstí Osvoboditelů; 
Pecharova;M
Dubečské Horky; 
Nákupní; 
Poláčkova;M
Souběžná I; 
Drahorádova;M
Lindnerova;M
Klostermannova;M
Severní II; 
Čápova;M
Bromova;M
Pacajevova;M
Kellnerova;M
Hamplova;M
Nezvalova;M
Písčitá; 
Velké Kunratické; 
Trní; 
Královny Žofie; 
Ellnerové;F
Jáchymova;M
Borošova;M
Türkova;M
Gutfreundova;M
náměstí Padlých; 
Kpt. Stránského;M
Před ústavem; 
Kostelní náměstí; 
Úvoz; 
Sechterova;M
Černá; 
Zálesí; 
Vacínova;M
Vladimírova;M
Chládkova;M
Pšenčíkova;M
Vaňkova;M
Truhlářova;M
Tomanova;M
Přípřežní; 
Malebná; 
Burianova;M
Cihelná; 
Sluneční; 
Zátopkova;M
Troilova;M
Radčina; 
Mezi rybníky; 
Babákova;M
Mrázkova;M
Archimédova;M
náměstí Jana Palacha; 
Jižní VI; 
Přerušená; 
Mylnerovka; 
Petržílkova;M
Hořejší nábřeží; 
Andělova;M
Pravoúhlá; 
Urubova;M
Kožíškova;M
Osetá; 
Štúrova;M
Koláčkova;M
Kovriginova;M
Provozní; 
Harlacherova;M
Kubaštova;M
Společná; 
Nová kolonie; 
Jírovcovo náměstí; 
Voskovcova;M
Vejražkova;M
Gogolova;M
Dřevná; 
Slavíkova;M
Jednořadá; 
Otrubova;M
Nekázanka; 
Havlínova;M
Starobylá; 
Fischlova;M
Jihozápadní V; 
Petra Rezka; 
Prokopova;M
náměstí Hrdinů; 
Objízdná; 
Rypkova;M
Preslova;M
Dražického;M
Červený Mlýn; 
Hybešova;M
Štiplova;M
Hubičkova;M
Do Svépravic; 
Bozděchova;M
Severozápadní II; 
Hábova;M
Muzejní; 
Stružky; 
Lužná; 
Před oborou; 
Papírníkova;M
Nešporova;M
Křemenná; 
Národní obrany; 
Dačického;M
Spádná; 
Břízova;M
Donatellova;M
Velflíkova;M
Marciho; 
Rackova;M
Vrabčí; 
Krameriova;M
Mezi rolemi; 
náměstí Chuchelských bojovníků; 
Jirsákova;M
Národní; 
Dubnova;M
Tovarova;M
Petrské náměstí; 
Trojmezní; 
Do borovin; 
Moravanů; 
Štorchova;M
Salabova;M
Rubešova;M
Jiřího ze Vtelna; 
Štolcova;M
Bohdalec; 
Petrbokova;M
Strážní; 
Vestavěná; 
Úprkova;M
Závišova;M
Kecova;M
Vladislavova;M
Keplerova;M
Poljanovova;M
Do podkovy; 
Františka Křížka; 
Třanovského;M
Kelvinova;M
Mrkosova;M
Mánesova;M
Nová Šárka; 
Imrychova;M
Komunardů; 
Jašíkova;M
Živcových; 
Chaloupky; 
Kotlaska; 
Kafkova;M
Prodloužená; 
Slavníkova;M
Konopáskova;M
Roztylské sady; 
Bystrá; 
Bucharova;M
Wichterlova;M
Dieselova;M
Jindřicha Plachty; 
Mašatova;M
Nouzovské náměstí; 
Badeniho; 
Kroftova;M
Pšeničná; 
Neprůjezdná; 
Dvořákova;M
Nechanského;M
Chocholova;M
Dykova;M
Východní; 
Fragnerova;M
Mezi humny; 
Puchmajerova;M
Boudova;M
Bublíkova;M
Hájkova;M
Schoellerova;M
Márova;M
Elišky Junkové;F
Svépomocná; 
náměstí Protifašistických bojovníků; 
Církova;M
Lolkova;M
Přádova;M
Donátova;M
Urešova;M
Libušina; 
Kropáčkova;M
Kamenitá; 
Obchodní; 
Tvrdého;M
Celsiova;M
Petřínské sady; 
Národních hrdinů; 
Solná; 
Květoslavova;M
Výmarova;M
Hakenova;M
Kolonka; 
Koperníkova;M
náměstí Curieových; 
Hanusova;M
Letenské sady; 
Kádnerova;M
Bojčenkova;M
Slovanský ostrov; 
Dopplerova;M
Hrušovanské náměstí; 
Pravá; 
Hradčanské náměstí; 
Hluboká; 
Pikrtova;M
Kocianova;M
Högerova;M
Glinkova;M
Trnitá; 
Králova;M
Vzestupná; 
Plečnikova;M
Drtinova;M
Svépomoci; 
Svornosti; 
Nový Svět; 
Kašeho; 
Revoluční; 
Bryknarova;M
Zikova;M
Lohniského;M
Malý Okrouhlík; 
Gutova;M
Nerudova;M
Okružní; 
Herálecká I; 
Beranových; 
Šikmá; 
Roháčova;M
Batličkova;M
Vášova;M
Jiříčkové;F
Loučná; 
Vstupní; 
Churnajevova;M
Krátký lán; 
Dolina; 
Jižní XVI; 
Hokešovo náměstí; 
Jiráskovo náměstí; 
Macharovo náměstí; 
Stavební; 
Rychtáře Petříka; 
Jirečkova;M
Goyova;M
Radičova;M
Kamelova;M
Podholí; 
Od školy; 
Hradební; 
Hrabákova;M
Daňkova;M
Mandova;M
Bubnova;M
Štičkova;M
Minaříkova;M
Karenova;M
F.V.Veselého;M
Sartoriova;M
Biskupský dvůr; 
Vlasty Buriana; 
Obchodní náměstí; 
Běžná; 
Říčanova;M
Mahenova;M
dr. Zikmunda Wintra; 
Radúzova;M
Severní VII; 
Vavřenova;M
Bajgarova;M
Svěceného;M
Františka Diviše; 
Evy Olmerové;F
Froncova;M
Josefa Bíbrdlíka; 
Kampanova;M
Pospíchalova;M
Možného;M
Průchova;M
Wenzigova;M
Přístavní; 
Novotného lávka; 
Rabasova;M
Bendlova;M
Krovova;M
Těšnov; 
Bínova;M
Kramlova;M
Dominova;M
Výletní; 
Štolbova;M
Svojsíkova;M
Klečákova;M
Kolocova;M
Kováříkova;M
Vejvodova;M
Ringhofferova;M
Kubištova;M
Podůlší; 
Boční I; 
Stržná; 
Proti proudu; 
Dismanova;M
Petržílova;M
Mezi sklady; 
Komenského náměstí; 
Dolní Chaloupky; 
Park Přátelství; 
Štefánikova;M
Vlastina; 
Bazovského;M
Skuteckého;M
Antala Staška; 
Husovo náměstí; 
Kloknerova;M
Jana Bílka; 
Budilova;M
Pöslova;M
Strakatého;M
Vladislava Vančury; 
Bakurinova;M
Josefa Vašíčka; 
Romaina Rollanda; 
náměstí U svatého Jiří; 
Dobrovolského;M
Kudrnova;M
Stromovka; 
Ševce Matouše; 
Chotkova;M
Krásova;M
Fügnerovo náměstí; 
Severní VIII; 
Frostova;M
Kurandové;F
Vltavanů; 
Podle Kačerova;M
Rejchova;M
Jižní II; 
náměstí Svatopluka Čecha; 
Chalabalova;M
Ambrožova;M
Norbertov; 
Obrovského;M
Vyšší; 
Celetná; 
Do Říčan; 
Tlustého;M
Armády; 
Zdeňky Nyplové;F
Pešákova;M
Heckelova;M
Mládkova;M
Křížkovského;M
Neffova;M
Budislavova;M
Vnoučkova;M
Obětí 6. května; 
Peroutkova;M
náměstí U Lva; 
Malostranské nábřeží; 
Horkého;M
Fantova;M
Vimperské náměstí; 
Tomsova;M
Ovocná; 
Koubova;M
Příčná; 
Veverkova;M
Pelléova;M
Vzdušná; 
Neužilova;M
Kolčavka; 
Zakouřilova;M
Štamberk; 
Újezd; 
Myslivečkova;M
Sídliště; 
Krátká; 
Ladova;M
Mezipolí; 
Šplechnerova;M
Křovinovo náměstí; 
Podle náhonu; 
náměstí Míru; 
Pujmanové;F
Dopraváků; 
Zrzavého;M
Solidarity; 
Hennerova;M
Ceplechova;M
Waldesova;M
Dostojevského;M
Kotěrova;M
Rečkova;M
Libečkova;M
Zakrytá; 
Jablonského;M
Stallichova;M
Maličká; 
Jánošíkova;M
Davidovičova;M
Seifertova;M
Nedbalova;M
Engelova;M
Mojmírova;M
Do Dolnic; 
Fišerova;M
Váchalova;M
Hněvkovského;M
Zelenkova;M
Jindřicha Jindřicha; 
Volavkova;M
Demlova;M
Librova;M
Přechodní; 
Sibeliova;M
Matěje Hůlky; 
Boleslavova;M
Jihozápadní III; 
Malá Houdova;M
Bašteckého;M
Jižní XV; 
Lažanského;M
Mrkvičkova;M
Kolonie u obecní cihelny; 
Lichá; 
Kurta Konráda; 
Beníškové;F
Hradečkova;M
Novákovo náměstí; 
Krčínovo náměstí; 
Severozápadní VI; 
Politických vězňů; 
Žofie Podlipské; 
Ottova;M
Pplk. Nováčka; 
N. A. Někrasova;M
Heldova;M
Jateční; 
Holátova;M
Svážná; 
Stehlíkova;M
Nedokončená; 
Křesomyslova;M
Granitova;M
Bartůňkova;M
Košťálkova;M
Turgeněvova;M
Kurzova;M
Bedrnova;M
Cigánkova;M
Janovského;M
Sinkulova;M
Kutilova;M
náměstí Jiřího Berana; 
Štefkova;M
Vágnerova;M
Severní I; 
náměstí Barikád; 
Tichá; 
Půlnoční; 
Podvinný mlýn; 
Zbuzkova;M
Dražického náměstí; 
Pavlíkova;M
Krohova;M
Bažantní; 
Václava Balého;M
Mikuláše z Husi; 
Jižní XII; 
Šimkova;M
Želivka; 
Rubensova;M
Hauptova;M
Do zahrádek I; 
Markušova;M
Bartoškova;M
Vodní; 
Pokojná; 
Bacháčkova;M
Lexova;M
Husníkova;M
Břidličná; 
Gabčíkova;M
náměstí Přátelství; 
Františkova;M
Ponrepova;M
Bekova;M
Hálkova;M
Pekárkova;M
Zúžená; 
Brdlíkova;M
Heineho; 
Jelínkova;M
Čuprova;M
Čs. tankistů; 
Veslařský ostrov; 
9. května; 
Rovnoběžná; 
Malá Tyršovka; 
Brigádníků; 
Verdiho; 
Stará Spojovací; 
Dudkova;M
náměstí 25. března; 
Vápenná; 
Žateckých; 
Kunešova;M
Gymnasijní; 
Jana Zajíce; 
Trojanův mlýn; 
Pelnářova;M
Černičná; 
Letní; 
Mazancova;M
Rybničná; 
Hostošova;M
Mádrova;M
Madarova;M
Koulka; 
Poděbradova;M
Hausmannova;M
Mezi lysinami; 
Malletova;M
Fikerova;M
Sichrovského;M
Mikšovského;M
Loosova;M
Karla Křížka; 
Kryštofova;M
Františka Černého;M
Edvardova;M
Jindřichova;M
Hrubínova;M
Vršní; 
Korunní; 
Lupáčova;M
Strossmayerovo náměstí; 
Laubova;M
Brodského;M
Přespolní; 
Spojená; 
Herálecká III; 
Maroldova;M
Armádního sboru; 
Šárovo kolo; 
Borovanského;M
Kejhova;M
Mezi vodami; 
Hálova;M
Vodňanského;M
náměstí Pod kaštany; 
Ctiradova;M
Obsiny; 
Jitřní; 
Svatavina; 
Konopova;M
Hübnerové;F
Kuželova;M
Tržiště; 
náměstí Antonína Pecáka; 
Do roklí; 
Paláskova;M
Ingrišova;M
Závěrka; 
Kočova;M
Zámecké schody; 
Jungmannova;M
Večerní; 
Frimlova;M
Třístoličná; 
Levského;M
Švábky; 
Miloše Havla; 
Brandejsova;M
Křičkova;M
Tauferova;M
Slepá II; 
Sekaninova;M
Řečického;M
Rooseveltova;M
Špotzova;M
Harantova;M
Hrušínského;M
Plojharova;M
Zárybničná; 
Koberkova;M
Chopinova;M
Heroldovy sady; 
Mladých; 
Marty Krásové;F
Elišky Peškové;F
Pacholíkova;M
Rybova;M
Chaplinovo náměstí; 
Čihákova;M
náměstí Kinských; 
Gerstnerova;M
Niederleho; 
Laudonova;M
Hertzova;M
Plutova;M
Senovážné náměstí; 
Internacionální; 
Nový Zlíchov; 
Hankova;M
Západní; 
Hejtmánkova;M
Hasova;M
Blériotova;M
Nebeského;M
Šimonova;M
Vokáčova;M
Nové dvory; 
Pražského povstání; 
Šmolíkova;M
Panský dvůr; 
Bassova;M
Malá Xaveriova;M
Mezi lány; 
Horní Chaloupky; 
Dreyerova;M
Zelený pruh; 
Podhajská pole; 
Děkanská vinice II; 
Oty Bubeníčka; 
Truhlářka; 
Nickerleho; 
Neumannova;M
Rudolfa Holeky; 
Bílkova;M
Čelakovského sady; 
Adélčina; 
Řetězokovářů; 
Kotovka; 
Pechlátova;M
Golčova;M
Pavla Švandy ze Semčic; 
Jarešova;M
Pasteurova;M
Studniční; 
Anenské náměstí; 
Matějovského;M
Ocelíkova;M
Březanova;M
Vlčkova;M
Staňkovka; 
Šimůnkova;M
Tauerova;M
Hrudičkova;M
Prosluněná; 
Bohumila Šimůnka; 
Wiedermannova;M
Maříkova;M
Vazovova;M
Fillova;M
Hraniční; 
Rostislavova;M
Roškotova;M
Štulcova;M
Šimáčkova;M
Karla Zicha; 
Svobodova;M
Křemencova;M
Merhoutova;M
Vidlák; 
Botevova;M
Malý dvůr; 
Mezi domy; 
Suchý vršek; 
Žalanského;M
Dunajevského;M
Družná; 
Taussigova;M
Hrad III. nádvoří; 
Lipenské náměstí; 
Hugo Haase; 
Šedivého;M
Vinořské náměstí; 
Kupeckého;M
Jirsíkova;M
Dlážděná; 
Zachova;M
Žalmanova;M
Volkovova;M
Provázkova;M
Sudkova;M
Walterovo náměstí; 
Olivova;M
Macháčkova;M
Beaufortova;M
Vzpoury; 
Paroplavební; 
Kuncova;M
Slepá I; 
Tilleho náměstí; 
Sádky; 
Pplk. Sochora; 
Vítkova;M
Farkašova;M
Do Lipin; 
Koštířova;M
Pražský okruh; 
Předškolní; 
Jana Marka; 
Viklefova;M
Brechtova;M
Děkanská vinice I; 
Brichtova;M
Vlastislavova;M
Kateřinské náměstí; 
Faradayova;M
Pětipeského;M
Chittussiho; 
Jezevčí; 
Polesná; 
Rohanské nábřeží; 
Jíchova;M
Václava Rady; 
Jana Ouřady; 
Koťátkova;M
Vašátkova;M
Strmá; 
Šulcova;M
Kozmíkova;M
Krolmusova;M
Bartoňova;M
Strouhalova;M
Miroslava Hamra; 
Malá Skloněná; 
Babiččina; 
Do zahrádek II; 
Vysočanské náměstí; 
Od Vysoké; 
Ulčova;M
Jana Růžičky; 
Smiřického;M
Josefa Kočího; 
Cvičebná; 
Sabinova;M
Amortova;M
Janákova;M
Adlerova;M
Kabátové;F
Násirovo náměstí; 
Paculova;M
Sojčí; 
Čechova;M
Šantrochova;M
Boženy Němcové;F
Anny Letenské; 
Bernolákova;M
Brabcova;M
náměstí Dr. Václava Holého;M
Herálecká IV; 
Rackova zahrada; 
Osamocená; 
Šromova;M
Bulovka; 
Rozvodova;M
Severozápadní III; 
Zoubkova;M
Djačukova;M
Fibichova;M
Horní; 
Ulrychova;M
Křivá; 
Koulova;M
Planerových; 
Mechovka; 
Emilie Hyblerové;F
Soběslavova;M
Bermanova;M
Do koutů; 
Kostnické náměstí; 
Rajmonova;M
Opletalova;M
Dvouramenná; 
Baranova;M
Hamsíkova;M
náměstí Pod lípou; 
Charvátova;M
Jana Želivského;M
Meinlinova;M
Karlova;M
Ostrá; 
Rážova;M
Voňkova;M
Emlerova;M
Pelikánova;M
Zelená; 
Hrad I. nádvoří; 
Včelničná; 
Přátelství; 
Irvingova;M
Vlasty Průchové;F
Linhartova;M
Vokrojova;M
Alšovy sady; 
Prokopka; 
Borského;M
Cimburkova;M
Boušova;M
Přípotoční; 
Jasenná; 
Doležalova;M
Železničářů; 
Radnické schody; 
Stará cesta; 
Dienzenhoferovy sady; 
Vinařického;M
Hasičů; 
Hráského;M
Černochova;M
Pobřežní; 
Pokřivená; 
Obslužná; 
Smolíkova;M
Lukavského;M
Kupkova;M
Ztracená; 
Stružná; 
Maiselova;M
Výchozí; 
Lidického;M
Pánkova;M
Staniční; 
Podle lomu; 
Jansova;M
Kopeckého;M
Formánkova;M
Charlese de Gaulla; 
Rošických; 
Maltézské náměstí; 
Rejskova;M
Feřtekova;M
Šetelíkova;M
Samcova;M
Kameníků; 
Srázná; 
Hřebíkova;M
Dolní; 
Haštalské náměstí; 
Velfloviců; 
Podpěrova;M
Chaloupeckého;M
Osluněná; 
Velenovského;M
Při Botiči; 
Hudcova;M
Janského;M
Slunečná; 
Hlavní; 
Církvičná; 
Výtvarná; 
Říční; 
Ježdíkova;M
Raffaelova;M
Fastrova;M
Klementova;M
Nové domy; 
Bellova;M
náměstí Na Lužinách; 
Staré zámecké schody; 
Rothmayerova;M
Ječná; 
Tajovského;M
Příčka; 
Jihovýchodní III; 
Čtyřdílná; 
Werichova;M
Sousedíkova;M
Uhelný trh; 
Sluneční náměstí; 
Velká skála; 
Klivarova;M
Kubišova;M
Deylova;M
Fadějevova;M
Kolínova;M
Kukučínova;M
Skloněná; 
Škábova;M
Arnošta Valenty; 
Fabiánova;M
Kovařovicova;M
Vojtíškova;M
Záhořanského;M
Potoční; 
Glowackého;M
Erbenova;M
Boženy Jandlové;F
Mladčina; 
Prachnerova;M
Kolbenova;M
Jižní XIV; 
Dürerova;M
Ruzyňské schody; 
Machuldova;M
Anhaltova;M
Machatého;M
Trytova;M
Hostinského;M
Jiříčkova;M
Tadrova;M
Dvořeckého;M
Dvorní; 
Nečova;M
Hornofova;M
Mladých Běchovic; 
Panská zahrada; 
Hubáčkova;M
Mezivrší; 
Jeseniova;M
Úzká; 
Švabinského;M
Ohradské náměstí; 
17. listopadu; 
Havlovického;M
Severní IV; 
Mládí; 
Petra Bezruče; 
Kašparovo náměstí; 
Brzorádových; 
Jansenova;M
Kloboukova;M
Barunčina; 
Severní V; 
Věkova;M
náměstí Prezidenta Masaryka; 
Elišky Krásnohorské; 
Jihozápadní VI; 
Boučkova;M
Ciolkovského;M
Ovesná; 
Kotíkova;M
Malá lada; 
Paříkova;M
Balabánova;M
Nám. Franze Kafky; 
Hudební; 
Koláře Kaliny; 
Do Lipan; 
Václavské náměstí; 
Mošnova;M
Mrázovka; 
Pramenná; 
Korandova;M
Opálkova;M
Stejskalova;M
Jana Kašpara; 
Jindřicha Bubeníčka; 
Glazunovova;M
Holubkova;M
Vítězná; 
Krajánkova;M
Františka Šimáčka; 
Eledrova;M
Lounských; 
Foerstrova;M
Křepelčí; 
Oldřichova;M
Kratochvílova;M
Vyvýšená; 
Čelná; 
Gregorova;M
Studená; 
Burdova;M
Šternova;M
náměstí Smiřických; 
Nepasické náměstí; 
Jandova;M
Danielova;M
Maternova;M
Sestupná; 
Štursova;M
Starý lis; 
Záhorského;M
Spiritka; 
Severní IX; 
Bečvářova;M
Školní; 
Sevřená; 
Zavadilova;M
Vinšova;M
Božkova;M
Tusarova;M
Spálená; 
Klikatá; 
Karla Hlaváčka; 
Vosmíkových; 
Gollova;M
Nikodémova;M
Spojovací; 
Wiesenthalova;M
Vlasty Hilské; 
Betlémské náměstí; 
Viničná; 
Tovačovského;M
Štverákova;M
Jižní XVII; 
Kvapilova;M
Brdičkova;M
Generála Mejstříka; 
Kadečkové;F
Mírového hnutí; 
Gorazdova;M
Duchoslávka; 
Uzoučká; 
Stárkova;M
Dětský ostrov; 
Perspektivní; 
Nesvadbova;M
Spálený mlýn; 
Pobočná; 
Lumiérů; 
Sdružení; 
Čertův vršek; 
Branislavova;M
náměstí Generála Kutlvašra; 
Podle sadů; 
Klamovka; 
Horynova;M
Kořenského;M
Budínova;M
Mezihoří; 
Tejnka; 
Hečkova;M
Vošahlíkova;M
Puškinovo náměstí; 
Engelmüllerova;M
Kutnauerovo náměstí; 
Freyova;M
Jana Přibíka; 
Vzdálená; 
Sladkovského náměstí; 
Čermákova;M
Univerzitní; 
Kotršálova;M
Herrmannova;M
Archivní; 
Šultysova;M
Spojná; 
Destinové;F
Thákurova;M
Borečkova;M
Všehrdova;M
Jeremiášova;M
Postlova;M
Dygrýnova;M
Chalupkova;M
Nezdova;M
Myslíkova;M
Kožná; 
Protilehlá; 
Romana Blahníka; 
Jihovýchodní V; 
Lamačova;M
Malá; 
Šrobárova;M
náměstí Bratří Jandusů; 
Sokratova;M
Hoškova;M
Srnečkova;M
Klíčova;M
Mezi domky; 
Krausova;M
Do vrchu; 
Zítkova;M
Cíglerova;M
Škrábkových; 
Lehárova;M
Přeučilova;M
Wolkerova;M
Sulova;M
Olbrachtova;M
Smírná; 
Sbíhavá II; 
Jankovcova;M
Sauerova;M
Benákova;M
náměstí Jiřího z Poděbrad; 
Zámezí; 
Vojenova;M
Magistrů; 
Binarova;M
náměstí Na Balabence; 
Musorgského;M
Srbova;M
Weilova;M
Kardausova;M
Křenova;M
Starého;M
Hofbauerova;M
Cibulka; 
Matoušova;M
Kálmánova;M
Nábřežní; 
Pražského;M
Saturnova;M
Široká; 
Vocelova;M
Urxova;M
Chvalova;M
Černohorského;M
Jednostranná; 
sady Bratří Čapků; 
Zapských; 
Hollarovo náměstí; 
Rekreační; 
Nedošínské; 
náměstí Pod Emauzy; 
Lyčkovo náměstí; 
Dvořákovo nábřeží; 
Menclova;M
Wattova;M
Talafúsova;M
Šperlova;M
Petříkova;M
Voskova;M
Stoličkova;M
Valentova;M
Karla Engliše; 
Kalvodova;M
Hrdinova;M
Molákova;M
Hanzelkova;M
Šímova;M
Před Cibulkami; 
Vrázova;M
Diblíkova;M
Havraní; 
Slávy Horníka; 
Muchova;M
Stará obec; 
Náhorní; 
Slaviborské náměstí; 
Sbíhavá I; 
Jasná II; 
Chlupova;M
Klecandova;M
Markupova;M
Tererova;M
Kusá; 
Jančova;M
Pavla Beneše; 
Olgy Havlové;F
náměstí Zdenky Braunerové;F
Plajnerova;M
Lomnického;M
Levobřežní; 
Vybíralova;M
Holečkova;M
Valčíkova;M
Dušní; 
Vachkova;M
Hanouškova;M
Alej Českých exulantů; 
Haberfeldova;M
José Martího; 
Vršovka; 
Tomíčkova;M
Purkyňova;M
Zlatnice; 
Souběžná II; 
Fuchsova;M
Pokorného;M
Vnitřní; 
Františka Červeného;M
Severovýchodní I; 
Splavná; 
Kosí; 
Havelská ulička; 
Rovná; 
Železniční; 
